"meta:instanceID","StartTime","Device","previos:entrevistador","previos:regiao","idade:idade","social:sexo","social:renda","social:escolaridade","social:cor","social:religiao","frases:frases1","frases:frases2","frases:frases3","frases:frases4","frases:frases5","frases:frases6","frases:frases7","frases:frases8","frases:frases9","frases:frases10","frases:frases11","frases:frases12","frases:frases13","frases:frases14","frases:frases15","frases:frases16","frases:frases17","frases:frases18","frases:frases19","frases:frases20","frases:frases21","informacoes:informacao1","informacoes:informacao2","informacoes:informacao3","informacoes:informacao4","informacoes:manifestacao1","informacoes:manifestacao2","informacoes:manifestacao3","informacoes:manifestacao4","informacoes:esquerda1","informacoes:esquerda2","informacoes:conservador"
"uuid:eed891ff-b272-4fa7-ab50-1495851362b9","Sat Oct 22 18:48:47 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","28","Feminino","até R$ 1.760","superior completo","branca","católica","não concorda","não concorda","não concorda","concorda","não sei","concorda","concorda","não sei","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não sei","não concorda","não concorda","não concorda","não concorda","não sei","pouco","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:3c10207f-3f06-44e0-ba4b-bf69bbd56cff","Sat Oct 22 18:58:21 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","17","Feminino","até R$ 1.760","médio incompleto","amarela","evangélica não pentecostal","concorda","não sei","não concorda","concorda","não sei","não sei","não sei","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não sei","concorda","não sei","não sei","não sei","não sei","pouco","nada","pouco","nada","não","não","não","não","de direita",,"muito conservador(a)"
"uuid:abe57f55-4c90-43a8-a241-de23c61cb006","Sat Oct 22 19:11:47 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","48","Feminino","de R$ 8.800 a R$ 17.600","superior completo","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","muito","muito","pouco","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:174521e9-9e57-4da8-a8c9-561e34b99d4a","Sat Oct 22 19:17:59 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","69","Feminino","até R$ 1.760","fundamental incompleto","branca","católica","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não sei","não concorda","não sei","concorda","concorda","não concorda","não sei","concorda","concorda","não sei","concorda","não sei","não sei","não sei","nada","nada","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:c4875e05-bae4-41d4-9b50-e42d09e6f499","Sat Oct 22 19:29:33 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","34","Masculino","até R$ 1.760","médio completo","branca","evangélica pentecostal","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","nada","pouco","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:4fe9d789-d2d7-408b-aa8b-440af4cabd81","Sat Oct 22 19:39:15 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","26","Masculino","até R$ 1.760","superior incompleto","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","não sei","concorda","não sei","não sei","não sei","não sei","não sei","não concorda","não sei","não concorda","não sei","não concorda","não concorda","não sei","não sei","não sei","pouco","nada","pouco","nada","não","não","não","não","de esquerda",,"não sei"
"uuid:e38d3a62-d6ca-42dd-a1b1-295c9c4b2402","Sat Oct 22 19:47:28 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","34","Masculino","de R$ 1.760 a R$ 2.640","superior incompleto","parda","espírita/kardecista","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","não sei","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","pouco","pouco","pouco","nada","não me lembro","não","não","não","nada disso",,"muito conservador(a)"
"uuid:9b2eddae-ce45-40b0-a659-e13af6414e88","Sat Oct 22 19:57:18 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","63","Feminino","até R$ 1.760","fundamental incompleto","parda","católica","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não sei","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não sei","nada","pouco","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:7d6cd3c5-d941-4fd2-b83e-19147b6f201b","Sat Oct 22 20:06:53 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","36","Masculino","de R$ 2.640 a R$ 4.400","médio completo","branca","evangélica pentecostal","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","muito","nada","muito","muito","não","não","não","não","de esquerda",,"muito conservador(a)"
"uuid:dbb0a7d9-fa07-4084-bdae-5da90564feed","Sat Oct 22 20:12:19 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","48","Masculino","de R$ 2.640 a R$ 4.400","superior completo","branca","evangélica pentecostal","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não sei","não concorda","não concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","não concorda","pouco","pouco","pouco","nada","sim","não","não","não","de esquerda",,"um pouco conservador(a)"
"uuid:78b75926-cb0c-42de-a4f4-d79d58d782c4","Sat Oct 22 20:25:18 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","57","Feminino","até R$ 1.760","fundamental incompleto","branca","católica","não concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:fcfdf8ab-76c9-4bd3-816a-911e101a35b1","Sat Oct 22 20:30:48 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","45","Feminino","de R$ 1.760 a R$ 2.640","fundamental incompleto","preta","católica","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","pouco","muito","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:a207a9e7-3e1f-4415-bf26-12f771b6ebce","Sat Oct 22 20:38:40 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","55","Masculino","até R$ 1.760","fundamental incompleto","branca","católica","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","concorda","concorda","não concorda","concorda","não sei","não concorda","nada","muito","pouco","nada","sim","não","não","sim","de esquerda",,"um pouco conservador(a)"
"uuid:f6829f14-7cdf-4a52-80d7-c6ec68f42c58","Sat Oct 22 20:47:06 UTC 2016","ac:d0:74:c4:ee:19","Veridiana","leste 1","35","Feminino","de R$ 4.400 a R$ 8.800","superior completo","preta","católica","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não sei","não sei","pouco","pouco","nada","nada","não","não","não","não","não sei",,"um pouco conservador(a)"
"uuid:387a7cf5-ce6a-4874-9946-03a300fe62bc","Sat Oct 22 21:02:21 UTC 2016","ac:d0:74:c4:ee:19","Veri","leste 1","29","Masculino","de R$ 1.760 a R$ 2.640","médio completo","parda","católica","não concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","concorda","não concorda","não sei","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","nada","pouco","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:28928548-fd4a-40ce-96a3-f5ee9efd348c","Sat Oct 22 21:07:18 UTC 2016","ac:d0:74:c4:ee:19","Veri","leste 1","38","Feminino","de R$ 2.640 a R$ 4.400","superior completo","branca","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","muito","muito","pouco","pouco","não","não","não","não","de centro","mais de direita","nada conservador(a)"
"uuid:900ffa25-17e6-4453-9c7d-cc666a6818c3","Sat Oct 22 21:14:11 UTC 2016","ac:d0:74:c4:ee:19","Veri","leste 1","25","Masculino","de R$ 4.400 a R$ 8.800","superior completo","branca","católica","concorda","não concorda","não concorda","concorda","não sei","não concorda","concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","concorda","concorda","pouco","pouco","muito","muito","não","sim","não","não","de direita",,"muito conservador(a)"
"uuid:f2cbd89c-9dcf-4882-b62b-01663c215bdd","Sat Oct 22 21:19:09 UTC 2016","ac:d0:74:c4:ee:19","Veri","leste 1","49","Feminino","até R$ 1.760","médio completo","parda","evangélica pentecostal","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não sei","concorda","concorda","não concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","não sei","não sei","pouco","pouco","muito","pouco","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:c911c71e-4c81-42d0-b1fb-d5c468f148e6","Sat Oct 22 21:27:00 UTC 2016","ac:d0:74:c4:ee:19","Veri","leste 1","41","Masculino","de R$ 4.400 a R$ 8.800","fundamental completo","branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não sei","não sei","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não sei","não sei","não sei","não sei","nada","pouco","nada","pouco","não","não","não","não","nada disso",,"não sei"
"uuid:3ec7810a-64e3-4a50-a4f4-ff813d961ace","Sat Oct 22 16:54:24 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","53","Masculino","de R$ 2.640 a R$ 4.400","fundamental completo","parda","nenhuma","concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","não sei","concorda","não sei","não sei","não concorda","concorda","não sei","não sei","não sei","não sei","não concorda","não sei","não concorda","não concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:b90cbbb7-c645-4c6d-8ad7-b96a4a73442f","Sat Oct 22 17:17:18 UTC 2016","ac:d0:74:e4:28:64","Leticis","leste 1","23","Masculino","de R$ 1.760 a R$ 2.640","médio completo","parda","católica","concorda","concorda","concorda","não concorda","concorda","concorda","não sei","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","nada","nada","nada","sim","sim","não","sim","de esquerda",,"um pouco conservador(a)"
"uuid:63dc4b46-1112-4454-a9a6-868f0c738672","Sat Oct 22 17:24:48 UTC 2016","ac:d0:74:e4:28:64","Leticis","leste 1","19","Masculino","de R$ 1.760 a R$ 2.640","médio completo","branca","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","não sei","concorda","não sei","não concorda","não sei","não concorda","não sei","não sei","não sei","não sei","não concorda","não sei","não concorda","não sei","não sei","concorda","pouco","muito","pouco","nada","não","não","não","não","nada disso",,"não sei"
"uuid:0963a317-ceb5-4bb6-aa5f-7473388b32b3","Sat Oct 22 17:30:01 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","33","Feminino","de R$ 1.760 a R$ 2.640","superior incompleto","parda","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","pouco","pouco","muito","nada","não","não","não","não","de direita",,"muito conservador(a)"
"uuid:3579baf0-b45d-4bd6-8b87-27d0bf501e3e","Sat Oct 22 17:34:05 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","63","Masculino","de R$ 1.760 a R$ 2.640","superior completo","branca","católica","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","pouco","pouco","pouco","nada","não","não","não","não","de centro","mais de direita","um pouco conservador(a)"
"uuid:2418b32a-e0a9-4f07-92ba-7d1948cd769c","Sat Oct 22 14:04:43 UTC 2016","354150064183481","Igor","leste 2","47","Feminino","até R$ 1.760","fundamental completo","preta","evangélica pentecostal","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não sei","não concorda","concorda","concorda","não sei","não concorda","concorda","concorda","não sei","concorda","concorda","não sei","concorda","não sei","nada","pouco","nada","nada","não","não","não","não","não sei",,"não sei"
"uuid:969f8a49-69b6-4691-bf4c-776758393135","Sat Oct 22 14:24:46 UTC 2016","354150064183481","Igor","leste 2","59","Masculino","até R$ 1.760","fundamental incompleto","preta","católica","não sei","concorda","concorda","concorda","não sei","não sei","não sei","não sei","não sei","não sei","concorda","não sei","concorda","não sei","concorda","concorda","concorda","não sei","concorda","concorda","não sei","nada","nada","nada","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:dd2133f1-f2ca-439d-a901-2b98d27daf7c","Sat Oct 22 14:33:32 UTC 2016","354150064183481","Igor","leste 2","70","Masculino","até R$ 1.760","médio incompleto","parda","católica","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","não sei","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","nada","muito","muito","nada","não","não","não","não","de direita",,"muito conservador(a)"
"uuid:676a14df-26f6-4691-a708-37836454b562","Sat Oct 22 14:41:35 UTC 2016","354150064183481","Igor","leste 2","40","Masculino","até R$ 1.760","médio completo","branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","concorda","nada","pouco","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:7825fabb-9819-4ce2-9e76-50ecb5d1d035","Sat Oct 22 14:51:47 UTC 2016","354150064183481","Igor","leste 2","48","Masculino","até R$ 1.760","fundamental completo","branca","evangélica não pentecostal","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","pouco","nada","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:c9eff705-3276-4bc9-999d-a09cc54988d3","Sat Oct 22 15:00:04 UTC 2016","354150064183481","Igor","leste 2","27","Masculino","de R$ 2.640 a R$ 4.400","médio completo","parda","evangélica não pentecostal","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","nada","pouco","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:389c9f6b-2d02-4ff7-a207-449c88609225","Sat Oct 22 15:06:42 UTC 2016","354150064183481","Igor","leste 2","57","Masculino","de R$ 1.760 a R$ 2.640","fundamental completo","parda","nenhuma","concorda","concorda","concorda","concorda","concorda","não sei","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não sei","concorda","concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:61df54e3-5b58-4a9c-9fe7-13fd3ad770c8","Sat Oct 22 15:15:34 UTC 2016","354150064183481","Igor","leste 2","20","Masculino","de R$ 2.640 a R$ 4.400","médio completo","outra","católica","não concorda","concorda","não concorda","concorda","concorda","concorda","não sei","não concorda","concorda","não sei","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","pouco","nada","pouco","muito","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:60228229-53b9-43b0-b94d-191609dd1293","Sat Oct 22 15:59:41 UTC 2016","354150064183481","Igor","leste 2","26","Masculino","até R$ 1.760","médio completo","parda","católica","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","pouco","pouco","pouco","sim","não","não","sim","nada disso",,"um pouco conservador(a)"
"uuid:028f6eb1-a9aa-4121-b0bb-74163221df68","Sat Oct 22 16:07:24 UTC 2016","354150064183481","Igor","leste 2","17","Masculino","de R$ 2.640 a R$ 4.400","médio incompleto","parda","católica","não concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não sei","concorda","não sei","concorda","não concorda","não concorda","não sei","concorda","concorda","concorda","não concorda","não concorda","concorda","não sei","pouco","nada","pouco","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:c4913304-7acc-42d4-8b77-c69a57781499","Sat Oct 22 16:12:37 UTC 2016","354150064183481","Igor","leste 2","32","Masculino","de R$ 2.640 a R$ 4.400","superior completo","parda","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","muito","pouco","muito","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:bc4734ea-b3e3-4347-83ae-c7f7319712a1","Sat Oct 22 16:19:42 UTC 2016","354150064183481","Igor","leste 2","24","Masculino","até R$ 1.760","médio completo","parda","nenhuma","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","pouco","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:cae83a11-901e-45b9-99e7-ae5bbcbc5278","Sat Oct 22 16:32:22 UTC 2016","354150064183481","Igor","leste 2","25","Masculino","de R$ 2.640 a R$ 4.400","superior incompleto","parda","outra","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não sei","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","muito","muito","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:0e8e1380-18d4-40fb-b980-77fdb9217f58","Sat Oct 22 16:49:06 UTC 2016","354150064183481","Igor","leste 2","66","Masculino","de R$ 2.640 a R$ 4.400","fundamental incompleto","parda","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","nada","nada","nada","nada","não","não","não","não","de direita",,"muito conservador(a)"
"uuid:38187afb-b4c1-49ab-8ec6-08fe10be1d82","Sat Oct 22 16:55:30 UTC 2016","354150064183481","Igor","leste 2","16","Masculino","até R$ 1.760","médio incompleto","preta","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","muito","pouco","pouco","muito","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:4f611101-836a-489a-abfc-5f4565b056a2","Sat Oct 22 17:08:31 UTC 2016","354150064183481","Igor","leste 2","33","Masculino","de R$ 4.400 a R$ 8.800","médio completo","preta","católica","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não sei","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não sei","muito","muito","muito","nada","sim","não","sim","sim","de esquerda",,"um pouco conservador(a)"
"uuid:7b4b95cc-bcb1-4cd0-89ac-3280d18f519e","Sat Oct 22 17:24:59 UTC 2016","354150064183481","Igor","leste 2","60","Feminino","até R$ 1.760","fundamental incompleto","preta","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:6e14af58-2cd7-481e-a398-9b931667ace1","Sat Oct 22 17:32:59 UTC 2016","354150064183481","Igor","leste 2","64","Masculino","de R$ 2.640 a R$ 4.400","médio incompleto","parda","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","nada","muito","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:82f421dc-a027-4ea0-9e20-23f4b456e0a2","Sat Oct 22 17:41:16 UTC 2016","354150064183481","Igor","leste 2","44","Masculino","de R$ 2.640 a R$ 4.400","fundamental completo",,,"não concorda","não sei","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","pouco","pouco","nada","pouco","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:62a08ab4-c8f3-4d62-bfc8-36ba80d162b1","Sat Oct 22 17:50:21 UTC 2016","354150064183481","Igor","leste 2","34","Masculino","até R$ 1.760","fundamental completo","parda","católica","concorda","concorda","concorda","não concorda","concorda","não sei","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não sei","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","nada","muito","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:e356553e-dc16-4a9f-9a9f-ef6e0a5b90eb","Sat Oct 22 17:56:43 UTC 2016","354150064183481","Igor","leste 2","29","Masculino","de R$ 2.640 a R$ 4.400","fundamental incompleto","parda","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não sei","nada","pouco","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:93840716-0e89-495c-9a51-8287edc21219","Sat Oct 22 18:33:44 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","31","Feminino","de R$ 2.640 a R$ 4.400","médio completo","branca","católica","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não sei","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não sei","concorda","não concorda","não concorda","não sei","não concorda","pouco","pouco","pouco","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:73dd5e25-25a9-4bab-a5a7-3ab2df77c130","Sat Oct 22 18:45:18 UTC 2016","ac:d0:74:e4:28:64","Leticis","leste 1","65","Feminino","até R$ 1.760","médio completo","branca","católica","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não sei","concorda","não concorda","não sei","concorda","não concorda","muito","nada","nada","nada","sim","sim","não","não","de direita",,"um pouco conservador(a)"
"uuid:d4654351-eff0-4600-9bb2-80200e180aa9","Sat Oct 22 18:52:45 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","62","Masculino","de R$ 2.640 a R$ 4.400","médio completo","preta","nenhuma","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não sei","não sei","não sei","concorda","não concorda","não concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","não sei","não concorda","pouco","pouco","pouco","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:8fdd65ab-dba2-44b7-9f91-e59248b55611","Sat Oct 22 18:58:32 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","44","Feminino","até R$ 1.760","médio completo","parda","evangélica pentecostal","concorda","concorda","não sei","concorda","concorda","concorda","concorda","não sei","não sei","não concorda","concorda","concorda","não concorda","não sei","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","pouco","nada","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:7b6fecd4-550f-48df-9a7f-a3e55de7b6e1","Sat Oct 22 19:17:56 UTC 2016","ac:d0:74:e4:28:64","Leticia","leste 1","65","Masculino","acima de R$ 17.600","superior completo","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","não sei","concorda","não concorda","não concorda","concorda","concorda","concorda","muito","muito","muito","nada","sim","sim","não","não","de centro","não sei","nada conservador(a)"
"uuid:f428fac2-50d2-4e00-b989-fc5b7fd13c77","Sat Oct 22 15:47:46 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","44","Feminino","de R$ 2.640 a R$ 4.400","médio completo","parda","evangélica não pentecostal","concorda","não sei","não concorda","concorda","concorda","não sei",,"concorda","concorda","não sei","concorda","concorda","não concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","pouco","pouco","pouco","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:9658458f-ffb7-4c7a-90ae-1ea53ffc29ba","Sat Oct 22 15:55:57 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","36","Feminino","de R$ 1.760 a R$ 2.640","superior completo","preta","católica","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","pouco","muito","nada","nada","não","não","não","não","de direita",,"um pouco conservador(a)"
"uuid:ffb49cf7-9a4c-4ccf-843e-0b7feae84164","Sat Oct 22 16:08:37 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","34","Feminino","até R$ 1.760","médio completo","branca","católica","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:c0a7af4c-2bef-48ba-94ab-a2d133966b98","Sat Oct 22 16:16:46 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","21","Masculino","até R$ 1.760","médio completo","preta","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:2ad3e2d4-8c33-40c8-9ed1-6518558cf74d","Sat Oct 22 16:23:37 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","30","Masculino","de R$ 4.400 a R$ 8.800","superior incompleto","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda",,"concorda","concorda","não concorda","não concorda","concorda","concorda","nada","pouco","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:239093b4-43e6-4bbe-9153-ca3a954571f9","Sat Oct 22 16:31:03 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","17","Feminino","de R$ 2.640 a R$ 4.400","médio incompleto","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","muito","muito","muito","muito","sim","não","não","não","de esquerda",,"nada conservador(a)"
